0	0	0	4	0	0	0	0	0	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	6	1	2	0	0	2	0	0	7	0	0	0	1	0
4	3	0	0	0	0	3	35	147	182	171	89	27	65	129	121	97	63	63	32	50	38	40	59
0	0	0	10	0	8	0	0	10	10	11	1	0	0	0	0	1	10	0	0	0	0	0	0
16	19	19	21	23	25	21	20	22	23	26	37	38	40	32	36	33	36	28	27	32	32	23	23
0	0	0	10	0	0	0	0	0	0	10	0	10	0	0	0	0	10	0	0	0	0	0	0
19	132	59	118	22	18	15	15	12	15	33	12	16	16	14	15	17	14	14	14	16	13	16	35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0
3	0	2	9	0	5	0	10	5	1	0	0	0	0	6	0	0	0	0	0	0	1	3	3
0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	4	0	4	5	0	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	410	0	0	0	0	0	0	342	0	0	0	800	400	0	0	0	0	421	0	0	0	410	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	1	2	2
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	5	4	0	0	0	1	5	2	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	2	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0
0	0	0	0	0	4	0	0	1	5	1	0	0	0	0	3	1	0	5	0	0	0	0	5
3	0	3	35	3	11	4	69	37	7	54	49	51	2	81	10	16	49	58	1	82	37	40	35
0	0	0	3	0	0	3	0	0	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0
1	0	3	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	40	0	0	0	0	0	1	0	2	45	0	0	0	0	0	0
0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2
144	149	170	167	195	202	164	168	175	178	153	153	175	177	181	171	175	168	156	162	145	176	170	181
0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	20	0	0	1	0	0	0	21	20	0	0	20	20	20	40	0	0	0	0	0	0
0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	281	487	777	457	754	1516	681	400	945	410	12	16	22	1	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	20	0	0	0	18	0	0	1	1	0	3	4	4	1	0	20	0	16	1	0	0
334	122	122	385	131	129	140	111	139	135	100	102	109	107	108	109	107	102	99	95	88	104	141	117
0	0	0	5	0	0	0	0	0	1	0	0	1	0	1	0	0	1	5	0	0	0	0	0
5	0	1	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	8
0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	9	0	0	8	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0
0	0	0	222	0	0	0	0	0	0	0	0	1	0	211	0	1	0	0	0	230	0	210	0
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	80	0	0	80	0	0	0	75	0	0	1	75	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	1	8	0	0	0	0	0	2	2	2	1	1	3	2	2	2	5	0	0	2	3	3
53	987	56	58	67	69	58	161	59	57	52	163	54	56	60	224	158	169	51	172	48	156	173	54
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10	0	0	0	15	15	0	0	15	0	0	0	0	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	41	1	1	0	1	20	1	0	0	20	0	21	0	21
0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	40	0	0	0	0	0	0	3	0	0	0	0	40	0	0	0	0
2	0	2	310	3	0	1	0	2	610	1	0	2	300	2	0	3	0	2	0	1	0	2	0
0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	2	0	3	0	2	0	1	0	2	0	42	0	2	0	2	0	2	23	1	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	4	1	0	0	4	0	0	0	0	0	4	4	0	0
0	0	0	0	0	0	0	0	0	1	10	1	2	6	2	1	2	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	59	88	160	88	71	183	58	188	218	129	14	113	225	15	332	28	35	384	204	233	90	147	98
2	0	2	0	2	0	1	0	2	0	5	0	2	0	2	0	2	0	1	0	1	0	1	0
1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0
0	0	0	0	0	0	0	0	5	0	5	0	3	5	0	0	0	3	0	0	0	0	0	0
0	0	6	0	0	22	30	135	152	86	22	80	48	55	49	21	70	39	75	35	10	24	12	40
0	0	0	0	0	0	5	0	0	0	5	0	1	5	0	4	0	0	0	0	0	0	0	0
